frame_idx,reward,TPS,NTL,c1,c2,c3,c4,c5,c6,c7,c8
250,0.3815334929786682,1526.6867466531828,1.5597275644737112,1,6,2,50,100,100,60,3
251,0.7329633008755043,1546.9162451002749,1.560393583247653,1,6,2,50,100,100,60,3
252,0.4293973545004835,1529.6400828234605,1.599233514766986,1,6,2,50,100,100,60,3
253,0.4229724061195753,1528.944705144202,1.5842392665491427,1,6,2,50,100,100,60,3
254,0.4684661376740674,1531.7179249218814,1.5772457631429035,1,6,2,50,100,100,60,3
255,0.4167045014929637,1528.591785745861,1.5919686497149177,1,6,2,50,100,100,60,3
256,0.31527758176781184,1522.1160235296522,1.5750668891762214,1,6,2,50,100,100,60,3
257,0.27229696148622834,1519.22862001903,1.5938787839714474,1,6,2,50,100,100,60,3
258,0.14388424307829192,1510.4871672182346,1.5764965268865503,1,6,2,50,100,100,60,3
259,0.3883055906996124,1526.4804174428127,1.5784784939221628,1,6,2,50,100,100,60,3
260,0.29964360619619096,1521.0729352739722,1.560780969204653,1,6,2,50,100,100,60,3
261,2.380582637494967,1619.811196456351,1.644119013783087,1,6,2,50,100,300,60,3
262,2.4324762313203427,1627.4420487192165,1.6833176148837272,1,6,2,50,100,500,60,3
263,2.6376042086422267,1635.5715642409175,1.7087965655848596,1,6,2,50,100,500,60,6
264,2.7754811509674644,1641.097974359854,1.6864282333843377,1,6,2,50,100,500,60,9
265,1.777526172150643,1601.936601611567,1.6934349307945058,1,6,2,50,100,500,60,12
266,3.1371491294021836,1651.6012221574795,1.741518321246265,1,6,2,50,100,500,60,15
267,3.4547748753930643,1665.5642200156733,1.6937852141203704,1,6,2,50,100,500,60,15
268,3.4900478529803474,1667.688599884632,1.732119941371435,1,6,2,50,100,500,60,15
269,3.6650277714843704,1673.535213105973,1.7463900764959517,1,6,2,50,100,500,60,15
270,2.2985986014387176,1625.2370228935627,1.6738745145542973,1,6,2,50,100,500,60,15
271,3.3773827638372413,1661.2008337329694,1.6994362623819879,1,6,2,50,100,500,60,15
272,2.8164830985702123,1644.1561245411656,1.6994712079120957,1,6,2,50,100,500,60,15
273,3.0323116802411234,1650.7560985717025,1.7413531712123327,1,6,2,50,100,500,60,15
274,1.972163277879153,1610.723108283125,1.7088071334829928,1,6,2,50,100,500,60,15
275,2.657147856655446,1635.2855204328296,1.6967759169541397,1,6,2,50,100,500,60,15
276,1.9934947687150404,1610.834197682656,1.6728851581190192,1,6,2,50,100,500,60,15
277,3.5942922020349046,1667.231667140258,1.6615523544785837,1,6,2,50,100,500,60,15
278,2.747177577284226,1641.995688163358,1.6709537862873765,1,6,2,50,100,500,60,15
279,3.6892009356598745,1672.4810101707246,1.7585058057332321,1,6,2,50,100,500,60,15
280,3.651881240266198,1673.4497808319384,1.679928952504536,1,6,2,50,100,500,60,15
281,1.4018537372479842,1586.1721044548783,1.8234827898550725,1,6,2,50,100,700,60,15
282,1.957501343332394,1606.8593872833862,1.8423699721744913,1,6,2,50,100,700,60,12
283,2.2633051349817594,1620.1947825836385,1.7900756097338248,1,6,2,50,100,700,60,9
284,1.6806647262915875,1596.7202875809976,1.839861072184853,1,6,2,50,100,700,60,6
285,2.4596062951087445,1627.139911800707,1.7383164598301764,1,6,2,50,100,700,60,3
286,3.0871913975041148,1651.5542680099059,1.7687018949727202,1,6,2,50,100,700,60,1
287,1.8142540023501963,1604.0279635562863,1.8376413252428814,1,6,2,50,100,700,60,1
288,4.837773848735363,1694.7352647048401,1.6421221925522134,1,6,8,50,100,300,60,3
289,1.096845861241163,1571.6132140093457,1.7452959706347275,1,6,8,50,100,500,60,3
290,2.176809720816541,1614.8881388747486,1.836012821903935,1,6,8,50,100,700,60,3
291,2.5970139527066745,1633.3252868587738,1.8090746061765068,1,6,8,50,100,700,60,1
292,1.6504599826846935,1595.9763964100046,1.7870080909206836,1,6,8,50,100,700,60,1
293,2.8153186062826556,1640.071667246548,1.8189471803625674,1,6,8,50,100,700,60,1
294,4.899168292759412,1708.2355602458142,1.7454810887960446,1,6,8,50,100,700,60,1
295,2.6733231730908753,1641.6978416502654,1.8040176255693319,1,6,8,50,100,700,60,1
296,2.2950238673288506,1623.3525068545243,1.8026800551561266,1,6,8,50,100,700,60,1
297,2.0021587953738176,1610.5870785560812,1.7461239937377673,1,6,8,50,100,700,60,1
298,2.4345495944635385,1626.9928154775323,1.7223126280291143,1,6,8,50,100,700,60,1
299,1.992050511826721,1610.354074592841,1.762904148766981,1,6,8,50,100,700,60,1
300,1.9990473444331809,1609.7963589451406,1.782681877651118,1,6,8,50,100,700,60,1
301,3.604369494312667,1667.4789803343147,1.797078233428713,1,8,8,50,100,700,60,1
302,1.9063925285096344,1608.7649506517191,1.8167784182847897,1,10,8,50,100,700,60,1
303,1.2754299616353844,1577.520444880998,1.7843628523703619,1,10,8,50,100,700,60,1
304,2.2163081179696675,1616.7524419680544,1.7671279681727217,1,10,8,50,100,700,60,1
305,2.605087443430125,1633.7343765418798,1.7476250496557204,1,10,8,50,100,700,60,1
306,2.333358031537053,1624.4118394189018,1.825666928173264,1,10,8,50,100,700,60,1
307,3.341348373553849,1659.952690146444,1.8034010126508822,1,10,8,50,100,700,60,1
308,2.3374160753535635,1626.0239953482499,1.7600745310078056,1,10,8,50,100,700,60,1
309,3.8753355059615426,1677.1640265613048,1.7662136724584578,1,10,8,50,100,700,60,1
310,2.420630420616901,1630.2356243620088,1.85080300921233,1,10,8,50,100,700,60,1
311,2.7891697717732327,1641.2638627212207,1.731440567769442,1,10,8,50,100,700,60,1
312,2.2693196954621193,1622.3160723396948,1.7393794677357033,1,10,8,50,100,700,60,1
313,2.0309365415970366,1611.718437410908,1.7509062397516224,1,10,8,50,100,700,60,1
314,1.973764312440462,1608.8235077934137,1.7966111697104687,1,10,8,50,100,700,60,1
315,2.4362929083334093,1626.9577562492395,1.8340373620781756,1,10,8,50,100,700,60,1
316,2.8649312777032114,1643.771346616523,1.8062176654305875,1,10,8,50,100,700,60,1
317,2.024217842816172,1612.5395563006437,1.7823803121658264,1,10,8,50,100,700,60,1
318,3.0643653669628184,1649.8171707830775,1.7338785038234714,1,10,8,50,100,700,60,1
319,2.7913973190019594,1642.548096431334,1.7785614326926324,1,10,8,50,100,700,60,1
320,2.0354212908054845,1612.9403827110289,1.7512527659197243,1,10,8,50,100,700,60,1
321,2.494429141155014,1629.388774292111,1.7836104849243353,1,10,8,50,100,700,60,1
322,2.1491827213437156,1616.890252080504,1.713324181008454,1,10,8,50,100,700,60,1
323,2.3211942414847,1623.0021858009995,1.7357450865384005,1,10,8,50,100,700,60,1
324,1.5124225556409587,1589.2732961005984,1.722656157588124,1,10,8,50,100,700,60,1
325,3.215013709538944,1653.3701687271462,1.7935939692401688,1,10,8,50,100,700,60,1
326,2.37643303872421,1627.182738758867,1.7775247306103241,1,10,8,50,100,700,60,1
327,2.9729882267879115,1647.5961251298768,1.7177433925847012,1,10,8,50,100,700,60,1
328,2.4698721039397564,1630.4572679044713,1.8165029260204542,1,10,8,50,100,700,60,1
329,0.9317466229599377,1556.6432870169554,1.5808737157381665,1,6,8,50,100,100,60,3
330,0.5386776723160084,1536.4918428888948,1.579530340456495,1,6,8,50,100,100,60,3
331,0.658461240721426,1543.009830688416,1.5516613753057524,1,6,8,50,100,100,60,3
332,0.3973211440558666,1527.567171109108,1.5247378435366716,1,6,8,50,100,100,60,3
333,0.5151830732710074,1534.4973401784894,1.537729968252855,1,6,8,50,100,100,60,3
334,0.5155938700327648,1534.6608408295565,1.5493142654940362,1,6,8,50,100,100,60,3
335,0.25506963878710487,1518.2295423049482,1.5803059895833333,1,6,8,50,100,100,60,3
336,0.11527627588227159,1508.4629587378556,1.518960925566446,1,6,8,50,100,100,60,3
337,3.35226938151194,1652.2609044085355,1.6542991106905511,1,6,8,50,100,300,60,3
338,2.4952997584338306,1631.6946895987332,1.5950249943781918,1,6,8,50,100,300,60,3
339,3.3320756691849076,1660.1404460970857,1.654098224005764,1,6,8,50,100,300,60,3
340,2.864350505471725,1645.8187032053058,1.6048355252135034,1,6,8,50,100,300,60,3
341,4.376254006308907,1693.7704018759653,1.6615152246019897,1,6,8,50,100,500,60,3
342,0.7671078616388808,1553.2759083476774,1.7581974854943347,1,6,8,50,100,700,60,3
343,3.2405870049516703,1651.7704685353606,1.768418622305341,1,6,8,70,100,700,60,3
344,1.8041228781799816,1603.598441697846,1.7448278139467592,1,6,8,90,100,700,60,3
345,3.569407261381875,1665.922627634868,1.7680736736631417,1,6,8,100,100,700,60,3
346,3.5949132177201024,1671.1430694720361,1.706969101729281,1,6,8,100,100,700,60,3
347,3.437548476734466,1666.3352657948562,1.6894145004621899,1,6,8,100,100,700,60,3
348,2.665802352033591,1638.9348272172997,2.0803699244168024,1,6,8,100,100,700,60,3
349,3.1513430298734684,1654.5274873474445,1.6917340122883298,1,6,8,100,100,700,60,3
350,3.4710278289936753,1666.300983681405,1.7171876130280672,1,6,8,100,100,700,60,3
351,3.7282027998916845,1675.4625555524656,1.6977895770156592,1,6,8,100,100,700,60,3
352,4.913633250450824,1711.5592765512727,1.7234974195792236,1,6,8,100,100,700,60,3
353,1.4983102170023346,1592.3544580465295,1.8807816815617109,1,6,8,100,100,700,60,3
354,3.348360952771168,1657.9867249014133,1.7591286647716806,1,6,8,100,100,700,60,3
355,3.759374737242996,1675.8586767111726,1.7810846200830062,1,6,8,100,100,700,60,3
356,4.426472940690586,1697.592498301775,1.7163947644893893,1,6,8,100,100,700,60,3
357,2.990657284255218,1652.6850123678496,1.9896247769579476,1,6,8,100,100,700,60,3
358,5.035678741454035,1713.056166407118,1.7457188467243543,1,6,8,100,100,700,60,3
359,4.094062911923114,1690.3713006854641,1.6997042625624794,1,6,8,100,100,700,60,3
360,2.675444926567719,1640.7217494927231,1.8234326594952535,1,6,8,100,100,700,60,3
361,3.933635464327696,1680.0527291365627,1.7189176453018278,1,6,8,100,100,700,80,3
362,3.47429611240259,1668.1646556508322,1.6790287300891673,1,6,8,80,100,700,80,3
363,3.437497296646986,1666.129946006168,1.9206894713562805,1,6,8,80,100,700,100,3
364,4.746643685069422,1706.0873315339902,1.7810896795153042,1,6,8,80,100,700,100,3
365,4.505925362608135,1702.2916150168123,1.7106230802278155,1,6,8,80,100,700,100,3
366,2.8819834592163356,1649.061451631515,1.9511126125141554,1,6,8,80,100,700,100,3
367,4.779352198688732,1705.6251197336464,1.7922607849067695,1,6,8,80,100,700,100,3
368,4.936246607277069,1714.6642920906943,1.8634142407731342,1,6,8,80,100,700,100,3
369,3.95398985269352,1686.112009990185,1.7074312958615558,1,6,8,80,100,700,100,3
370,5.603282931427008,1714.4251131529236,1.6486452257944508,1,6,8,50,100,300,60,3
371,4.864821396390147,1713.354987441099,1.5897400552402736,1,6,8,50,100,300,80,3
372,6.465119157045552,1755.5478613427763,1.5960602918448885,1,6,8,50,100,300,100,3
373,3.3938131366806528,1670.5409204406144,1.677576171875,1,6,8,50,100,300,100,3
374,5.966920802426246,1739.175381884973,1.60536416595585,1,6,8,50,100,300,100,3
375,3.0809225287652025,1658.5310456782,1.6929401258311443,1,6,8,50,100,300,100,3
376,6.442716823327945,1749.8682847724529,1.6039221183251922,1,6,8,50,100,300,100,3
377,4.306500431297419,1699.655354059224,1.8175979843960013,1,6,8,50,100,300,100,3
378,4.940652646105822,1714.3006996841202,1.5955007305018338,1,6,8,50,100,300,100,3
379,4.379296006947989,1699.1592899137315,1.7328963774103783,1,6,8,50,100,300,100,3
380,5.3581786214162,1725.7662847878414,1.5992173824072873,1,6,8,50,100,300,100,3
381,3.51602869249011,1672.678586098115,1.6793413482882793,1,6,8,50,100,300,100,3
382,6.60046220786101,1755.0216171033028,1.6135725330171131,1,6,8,50,100,300,100,3
383,2.7430418509355867,1647.0904745930527,1.65785940760735,1,6,8,50,100,300,100,3
384,4.500967389168457,1697.5107798832576,1.5870255756111038,1,6,8,50,100,300,100,3
385,3.2564888341175022,1661.9888320290913,1.7444808300704537,1,6,8,50,100,300,100,3
386,6.427321858328955,1749.8198393998912,1.5890653291687968,1,6,8,50,100,300,100,3
387,3.877377549013258,1686.2029368309122,1.6980025757010382,1,6,8,50,100,300,100,3
388,4.049774476391278,1687.0108158936168,1.6758075086805555,1,6,8,50,100,300,100,3
389,3.852141020880997,1680.8908321279791,1.698035427384712,1,6,8,50,100,300,100,3
390,6.7589939373513275,1759.6028697115905,1.6116215811608734,1,6,8,50,100,300,100,3
391,2.803033787821926,1649.6215313938471,1.701157372261926,1,6,8,50,100,300,100,3
392,5.751263841016025,1731.7900124618632,1.5879659955929488,1,6,8,50,100,300,100,3
393,4.158927434616315,1693.7680504844984,1.7226751832186817,1,6,8,50,100,300,100,3
394,5.5861154118113525,1731.3877896779522,1.6684090142891512,1,6,8,50,100,300,100,3
395,4.055166362985471,1690.5106304753149,1.5790476952891077,1,6,8,50,100,300,100,3
396,3.8584959667929,1681.3448839469806,1.6844399350473642,1,6,8,50,100,300,100,3
397,4.952749401682816,1713.137447695909,1.5722211779928872,1,6,8,50,100,300,100,3
398,4.550793978038962,1704.1638511588483,1.7939748490696754,1,6,8,50,100,300,100,3
399,4.425279015808438,1699.752996523318,1.574236489056648,1,6,8,50,100,300,100,3
400,4.85479273011372,1711.8824058718037,1.6944938906185274,1,6,8,50,100,300,100,3
401,3.7480054495871253,1679.339216661945,1.8244396043512139,1,6,8,50,100,500,100,3
402,4.913469001059513,1711.8729327606195,1.8000601780845262,1,6,8,50,100,700,100,3
403,3.527990839165615,1672.1281870880082,1.8552450823399003,1,6,8,50,100,700,100,3
404,3.916231461462882,1681.8240721247366,1.7344572690907785,1,6,8,50,100,700,100,3
405,3.744810306039803,1677.1016482356958,1.8168311318683803,1,6,8,50,100,700,100,3
406,3.660606759247263,1674.057730729709,1.844407177682375,1,6,8,50,100,700,100,3
407,3.520533417822911,1669.278542847142,1.715230889592671,1,6,8,50,100,700,100,3
408,4.409598288449614,1696.5822332055113,1.9139798731757387,1,6,8,50,100,700,100,3
409,3.770248519653856,1678.968865307039,1.7020467411564086,1,6,8,50,100,700,100,3
410,3.4321888236454416,1666.6909119169673,1.8354979910075802,1,6,8,50,100,700,100,3
411,7.821389800190759,1764.8186603671074,1.6373766194661459,1,6,8,50,100,300,60,3
412,5.053227528103943,1722.788730659799,1.7153918027864852,1,6,8,50,100,500,60,3
413,1.2525477839042314,1580.6857271217484,1.8323516719336341,1,6,8,50,100,500,60,3
414,7.128155054698439,1758.270505732454,1.692198622247651,1,6,8,50,100,500,60,3
415,4.094363434147804,1693.7075081793603,1.7806379790998932,1,6,8,50,100,500,60,3
416,1.7193873796747283,1601.8051024566143,1.7917922355033256,1,6,8,50,100,500,60,3
417,3.4417859339962935,1661.688048064,1.6554970621672065,1,6,8,50,100,500,60,3
418,2.2032959936997023,1620.7862657816656,1.7221788287984914,1,6,8,50,100,500,80,3
419,3.145472275272733,1653.130991242345,1.7418811899331794,1,6,8,50,100,700,80,3
420,3.100488803227434,1653.70508725354,1.856639536776284,1,6,8,50,100,700,80,3
421,5.1536428337846445,1716.3654647213334,1.7804480601165253,1,6,8,50,100,700,80,3
422,3.1486608587873453,1659.473208635792,1.8945238252718293,1,6,8,50,100,700,80,3
423,2.9189899049354597,1647.733453998767,1.892377308260704,1,6,8,50,100,700,80,3
424,4.109413140908194,1685.9548247414962,1.7518529647435896,1,6,8,50,100,700,80,3
425,3.090034345325275,1655.461037898246,1.765971704727564,1,6,8,50,100,700,80,3
426,2.286938952177765,1623.787901002496,1.9050007260788073,1,6,8,50,100,700,80,3
427,3.4813800468418936,1664.5072564252455,1.6998625340526028,1,6,8,50,100,700,80,3
428,2.7631745953507267,1642.4168759150682,1.7837450010035598,1,6,8,50,100,700,80,3
429,4.7332214332579285,1703.7820760845457,1.8691551371955966,1,6,8,50,100,700,80,3
430,4.264625534620036,1694.9012175723533,1.7956859258564573,1,6,8,50,100,700,80,3
431,3.621224818312751,1674.0270617710266,1.733557619367327,1,6,8,50,100,700,80,3
432,4.960773295624268,1712.7580077047844,1.8233059998182675,1,6,8,50,100,700,80,3
433,3.1127399267271096,1657.9783460337467,1.8556945989027283,1,6,8,50,100,700,80,3
434,6.0413166226818165,1739.9087652801336,1.869728772016409,1,6,8,50,100,700,80,3
435,3.6188974945980346,1677.0719302260484,1.6915392844748094,1,6,8,50,100,700,80,3
436,4.625506827622927,1703.4961582975989,1.8554296457852022,1,6,8,50,100,700,80,3
437,3.3339788118639397,1665.0353781768754,1.8232643083161943,1,6,8,50,100,700,80,3
438,4.034549078354832,1684.9678987083394,1.993742598954243,1,6,8,50,100,700,80,3
439,4.255154839778009,1693.1855446283103,1.9125345392115076,1,6,8,50,100,700,80,3
440,4.849163505587928,1711.1899889098413,1.765562144047072,1,6,8,50,100,700,80,3
441,7.966983272156738,1790.27131582237,1.8670610702730104,1,6,8,50,100,900,80,3
442,9.416432179575567,1829.4127998371462,1.9759787913993834,1,6,8,50,100,900,80,1
443,6.883535258817912,1776.595833447709,2.0333408579713517,1,6,8,50,100,900,80,1
444,4.878930154161758,1718.742480525491,1.890551103977753,1,6,8,50,100,900,80,1
445,7.561088476381303,1781.9596289077033,2.103751659208131,1,6,8,50,100,900,80,1
446,5.972904789989865,1749.2531839110509,1.9769209361112425,1,6,8,50,100,900,80,1
447,8.118890481034322,1797.5156886107177,1.8822116236600968,1,6,8,50,100,900,80,1
448,5.535288764442632,1738.898799006347,1.8479126107827621,1,6,8,50,100,900,80,1
449,9.297573991441142,1821.4017544756205,1.9392769723325163,1,6,8,50,100,900,80,1
450,5.96109054784556,1752.3773928946075,1.968920847710745,1,6,8,50,100,900,80,1
451,6.260449777312673,1754.015549434658,1.9497969551331282,1,6,8,50,100,900,80,1
452,5.620502584309736,1714.8521538736006,1.6099885975711952,1,6,8,50,100,300,60,3
453,3.9139978596830702,1684.8619011945664,1.845493355830288,1,6,8,50,100,500,60,3
454,2.6896314087086353,1640.9245606476386,1.7850175635582426,1,6,8,50,100,700,60,3
455,4.049475739465332,1683.6204609335648,1.9172273227789298,1,6,8,50,100,700,60,1
456,3.7537998384563096,1677.5175829280684,1.8403784398080714,1,6,8,50,100,700,60,1
457,3.806780911282546,1678.7685293289194,2.1964772179013208,1,6,8,50,100,700,60,1
458,3.6386775571324037,1673.4651454161553,1.7589173251081565,1,6,8,50,100,700,60,1
459,1.9473854606300496,1610.807490332827,1.866582355447578,1,6,8,50,100,700,60,1
460,3.7383308184153683,1671.7834083313528,1.8255084289754913,1,6,8,50,100,700,60,1
461,3.984946822797207,1683.9373676703913,1.9703506845881062,1,6,11,50,100,700,60,1
462,4.582437421435007,1702.7932933615189,1.794246387168187,1,6,14,50,100,700,60,1
463,4.129832401677489,1690.712743529253,1.907486208871969,1,6,17,50,100,700,60,1
464,3.529869443853837,1670.736172074306,1.7556552475341585,1,6,20,50,100,700,60,1
465,3.8483404205484453,1679.5923241965922,1.859174636314655,1,6,20,50,100,700,60,1
466,3.6689966701981396,1674.5046178694888,1.9147106152534752,1,6,20,50,100,700,60,1
467,3.2680739330240987,1660.8627243813455,1.8247203748571554,1,6,20,50,100,700,60,1
468,4.08545040218571,1686.2150677806173,1.8264013450432257,1,6,20,50,100,700,60,1
469,2.8012169884564173,1645.1295163376292,1.9699044730325088,1,6,20,50,100,700,60,1
470,3.8025763201028417,1676.2933723739116,1.7240911088105777,1,6,20,50,100,700,60,1
471,2.9474896259047307,1649.805394430633,1.8542840577402175,1,6,20,50,100,700,60,1
472,3.4591797364525,1665.585417226225,1.820717846436358,1,6,20,50,100,700,60,1
473,4.222709129119859,1690.731380226214,1.8682709227265883,1,6,20,50,100,700,60,1
474,2.2040388266616397,1622.361422564227,1.8872558139474516,1,6,20,50,100,700,60,1
475,5.236727058285298,1715.9257291730412,1.8660010248388947,1,6,20,50,100,700,60,1
476,4.003173576030993,1687.7500246485663,1.8571218744363276,1,6,20,50,100,700,60,1
477,2.5863333030619904,1637.208845675518,1.8800497236341198,1,6,20,50,100,700,60,1
478,3.0654332453733946,1651.458332213298,1.8048179164703837,1,6,20,50,100,700,60,1
479,4.264748906663301,1690.9078211123651,1.7206105947677204,1,6,20,50,100,700,60,1
480,2.8858580341256737,1648.4998944444028,1.8865870653985302,1,6,20,50,100,700,60,1
481,8.587013102432865,1796.9320247465891,1.837193410523508,1,6,20,50,100,900,60,1
482,2.907480842203966,1655.770365645173,2.231947356999269,1,6,20,50,100,1100,60,1
483,1.471942518833476,1588.77851230712,2.1029969565039135,1,6,20,50,100,1200,60,1
484,1.9580652155311196,1607.0146342851224,2.330502219568725,1,6,20,50,100,1200,60,1
485,0.43980786289695073,1531.341349531627,2.1619185799046567,1,6,20,50,100,1200,60,1
486,1.4182392962008814,1581.0977694508765,2.0330820587911282,1,6,20,50,100,1200,60,1
487,1.2650261185544862,1575.9556561973823,2.1235972008847095,1,6,20,50,100,1200,60,1
488,1.2203160943282534,1573.6027008369715,2.195131323326755,1,6,20,50,100,1200,60,1
489,1.394118978212584,1581.7459552109037,2.005335429446634,1,6,20,50,100,1200,60,1
490,0.826328731970354,1553.5434035929513,2.24789903010842,1,6,20,50,100,1200,60,1
491,0.9625874214888196,1559.927555758431,2.1289639786270644,1,6,20,50,100,1200,60,1
492,1.0009690016442447,1562.1092816806104,2.0974529841344207,1,6,20,50,100,1200,60,1
493,4.900741517887232,1696.410189390026,1.783252219945355,1,6,8,50,100,300,60,3
494,4.332354355580612,1696.380804231264,1.744168745984765,5,6,8,50,100,300,60,3
495,3.7000749480683024,1676.6943005674157,1.6048145415016968,5,6,8,50,100,500,60,3
496,2.772401824326101,1643.494695194308,1.856633370057199,5,6,8,50,100,700,60,3
497,6.906461696057807,1759.455394667212,1.9020896481191505,5,6,8,50,100,900,60,3
498,2.67956857149377,1644.936668407662,1.9998943148351243,5,6,8,50,100,1100,60,3
499,1.064368317957332,1568.219688312326,2.0990515882580913,5,6,8,50,100,1200,60,3
500,1.4413923041757197,1583.6971864687835,2.217934651482785,5,6,8,50,100,1200,60,3
